Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Non-Life,R0340,2295.948817,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Non-Life,R0400,176.281111,20250930,23
LIECHTENSTEIN,2022 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Direct Business,Non-Life,R0410,4.572105,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,11.024102,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,14.103226,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Non-Life,R0440,83.965078,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Non-Life,R0500,-54.265646,20250930,23
LIECHTENSTEIN,2022 Q4,Expenses incurred,Non-Life,R0550,179.42155,20250930,23
LIECHTENSTEIN,2022 Q4,Other expenses,Non-Life,R1200,-2.147842,20250930,23
LIECHTENSTEIN,2022 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2022 Q4,Total technical expenses,Non-Life,R1300,177.273708,20250930,23
LIECHTENSTEIN,2022 Q4,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross,Life,R1410,2141.891231,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Life,R1420,887.910607,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Life,R1500,1253.980624,20250930,23
LIECHTENSTEIN,2022 Q4,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross,Life,R1510,2173.064509,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Life,R1520,976.6624,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Life,R1600,1196.40211,20250930,23
LIECHTENSTEIN,2022 Q4,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross,Life,R1610,2754.705726,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Life,R1620,883.964061,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Life,R1700,1870.741664,20250930,23
LIECHTENSTEIN,2022 Q4,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross,Life,R1710,2366.443851,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Life,R1720,255.369724,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Life,R1800,2111.074128,20250930,23
LIECHTENSTEIN,2022 Q4,Expenses incurred,Life,R1900,517.594873,20250930,23
LIECHTENSTEIN,2022 Q4,Other expenses,Life,R2500,-43.603852,20250930,23
LIECHTENSTEIN,2022 Q4,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2022 Q4,Total technical expenses,Life,R2600,473.991021,20250930,23
LIECHTENSTEIN,2022 Q4,Net Combined Ratio,Non-Life,Z0001,0.67,20250930,23
LIECHTENSTEIN,2022 Q4,Net Expense Ratio,Non-Life,Z0002,0.34,20250930,23
LIECHTENSTEIN,2023 Q1,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Direct Business,Non-Life,R0110,814.947622,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,295.298095,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,166.225025,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Non-Life,R0140,1003.386909,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Non-Life,R0200,273.083833,20250930,23
LIECHTENSTEIN,2023 Q1,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Direct Business,Non-Life,R0210,539.360153,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,328.650347,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,99.791807,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Non-Life,R0240,758.714681,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Non-Life,R0300,209.087625,20250930,23
LIECHTENSTEIN,2023 Q1,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Direct Business,Non-Life,R0310,330.182531,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,69.377917,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,28.683588,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Non-Life,R0340,321.211611,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Non-Life,R0400,107.032425,20250930,23
LIECHTENSTEIN,2023 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Direct Business,Non-Life,R0410,-6.129005,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,2.237854,20250930,23
LIECHTENSTEIN,2023 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,8.753593,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Non-Life,R0440,14.746423,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Non-Life,R0500,-9.883982,20250930,23
LIECHTENSTEIN,2023 Q1,Expenses incurred,Non-Life,R0550,71.419628,20250930,23
LIECHTENSTEIN,2023 Q1,Other expenses,Non-Life,R1200,2.218137,20250930,23
LIECHTENSTEIN,2023 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2023 Q1,Total technical expenses,Non-Life,R1300,73.637765,20250930,23
LIECHTENSTEIN,2023 Q1,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross,Life,R1410,1440.337115,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Life,R1420,728.764607,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Life,R1500,711.572507,20250930,23
LIECHTENSTEIN,2023 Q1,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross,Life,R1510,799.195238,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Life,R1520,227.104443,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Life,R1600,572.090795,20250930,23
LIECHTENSTEIN,2023 Q1,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross,Life,R1610,683.074063,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Life,R1620,22.520754,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Life,R1700,660.553309,20250930,23
LIECHTENSTEIN,2023 Q1,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2023 Q1,Gross,Life,R1710,15.430022,20250930,23
LIECHTENSTEIN,2023 Q1,Reinsurers' share,Life,R1720,-6.694599,20250930,23
LIECHTENSTEIN,2023 Q1,Net,Life,R1800,22.124621,20250930,23
LIECHTENSTEIN,2023 Q1,Expenses incurred,Life,R1900,122.114314,20250930,23
LIECHTENSTEIN,2023 Q1,Other expenses,Life,R2500,10.259696,20250930,23
LIECHTENSTEIN,2023 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2023 Q1,Total technical expenses,Life,R2600,132.37401,20250930,23
LIECHTENSTEIN,2023 Q1,Net Combined Ratio,Non-Life,Z0001,0.85,20250930,23
LIECHTENSTEIN,2023 Q1,Net Expense Ratio,Non-Life,Z0002,0.34,20250930,23
LIECHTENSTEIN,2023 Q2,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Direct Business,Non-Life,R0110,1234.729206,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,418.418617,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,198.986786,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Non-Life,R0140,1452.592646,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Non-Life,R0200,399.541964,20250930,23
LIECHTENSTEIN,2023 Q2,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Direct Business,Non-Life,R0210,990.378462,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,470.44307,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,145.948067,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Non-Life,R0240,1275.390661,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Non-Life,R0300,331.378939,20250930,23
LIECHTENSTEIN,2023 Q2,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Direct Business,Non-Life,R0310,683.191773,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,86.2964,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,78.489867,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Non-Life,R0340,636.417708,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Non-Life,R0400,211.560333,20250930,23
LIECHTENSTEIN,2023 Q2,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Direct Business,Non-Life,R0410,-2.501552,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,3.89143,20250930,23
LIECHTENSTEIN,2023 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,10.765333,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Non-Life,R0440,40.351002,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Non-Life,R0500,-28.195791,20250930,23
LIECHTENSTEIN,2023 Q2,Expenses incurred,Non-Life,R0550,109.265265,20250930,23
LIECHTENSTEIN,2023 Q2,Other expenses,Non-Life,R1200,2.043592,20250930,23
LIECHTENSTEIN,2023 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2023 Q2,Total technical expenses,Non-Life,R1300,111.308857,20250930,23
LIECHTENSTEIN,2023 Q2,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross,Life,R1410,1780.796497,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Life,R1420,792.09464,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Life,R1500,988.701857,20250930,23
LIECHTENSTEIN,2023 Q2,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross,Life,R1510,1326.923778,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Life,R1520,438.615212,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Life,R1600,888.308566,20250930,23
LIECHTENSTEIN,2023 Q2,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross,Life,R1610,1957.754682,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Life,R1620,213.099955,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Life,R1700,1744.654727,20250930,23
LIECHTENSTEIN,2023 Q2,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2023 Q2,Gross,Life,R1710,-211.211918,20250930,23
LIECHTENSTEIN,2023 Q2,Reinsurers' share,Life,R1720,16.154413,20250930,23
LIECHTENSTEIN,2023 Q2,Net,Life,R1800,-227.366332,20250930,23
LIECHTENSTEIN,2023 Q2,Expenses incurred,Life,R1900,201.833485,20250930,23
LIECHTENSTEIN,2023 Q2,Other expenses,Life,R2500,17.993548,20250930,23
LIECHTENSTEIN,2023 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2023 Q2,Total technical expenses,Life,R2600,219.827034,20250930,23
LIECHTENSTEIN,2023 Q2,Net Combined Ratio,Non-Life,Z0001,0.97,20250930,23
LIECHTENSTEIN,2023 Q2,Net Expense Ratio,Non-Life,Z0002,0.33,20250930,23
LIECHTENSTEIN,2023 Q3,Premiums written,Non-Life,R0101,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Direct Business,Non-Life,R0110,1655.287589,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,728.797033,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,229.328609,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Non-Life,R0140,2150.635509,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Non-Life,R0200,462.777724,20250930,24
LIECHTENSTEIN,2023 Q3,Premiums earned,Non-Life,R0201,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Direct Business,Non-Life,R0210,1452.934639,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,733.350678,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,179.429625,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Non-Life,R0240,1953.201611,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Non-Life,R0300,412.513331,20250930,24
LIECHTENSTEIN,2023 Q3,Claims incurred,Non-Life,R0301,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Direct Business,Non-Life,R0310,1040.530376,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,-42.748848,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,109.568388,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Non-Life,R0340,776.828743,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Non-Life,R0400,330.521172,20250930,24
LIECHTENSTEIN,2023 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Direct Business,Non-Life,R0410,2.809712,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,5.668703,20250930,24
LIECHTENSTEIN,2023 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,13.507295,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Non-Life,R0440,63.489672,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Non-Life,R0500,-41.503962,20250930,24
LIECHTENSTEIN,2023 Q3,Expenses incurred,Non-Life,R0550,144.402461,20250930,24
LIECHTENSTEIN,2023 Q3,Other expenses,Non-Life,R1200,3.771371,20250930,24
LIECHTENSTEIN,2023 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,24
LIECHTENSTEIN,2023 Q3,Total technical expenses,Non-Life,R1300,148.173832,20250930,24
LIECHTENSTEIN,2023 Q3,Premiums written,Life,R1401,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross,Life,R1410,2161.582531,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Life,R1420,866.306593,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Life,R1500,1295.275938,20250930,24
LIECHTENSTEIN,2023 Q3,Premiums earned,Life,R1501,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross,Life,R1510,1913.937742,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Life,R1520,660.898151,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Life,R1600,1253.039592,20250930,24
LIECHTENSTEIN,2023 Q3,Claims incurred,Life,R1601,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross,Life,R1610,2592.666829,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Life,R1620,272.46175,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Life,R1700,2320.205079,20250930,24
LIECHTENSTEIN,2023 Q3,Changes in other technical provisions,Life,R1701,,20250930,24
LIECHTENSTEIN,2023 Q3,Gross,Life,R1710,-155.157168,20250930,24
LIECHTENSTEIN,2023 Q3,Reinsurers' share,Life,R1720,-3.181981,20250930,24
LIECHTENSTEIN,2023 Q3,Net,Life,R1800,-151.975187,20250930,24
LIECHTENSTEIN,2023 Q3,Expenses incurred,Life,R1900,286.028187,20250930,24
LIECHTENSTEIN,2023 Q3,Other expenses,Life,R2500,1.640951,20250930,24
LIECHTENSTEIN,2023 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,24
LIECHTENSTEIN,2023 Q3,Total technical expenses,Life,R2600,287.669138,20250930,24
LIECHTENSTEIN,2023 Q3,Net Combined Ratio,Non-Life,Z0001,1.15,20250930,24
LIECHTENSTEIN,2023 Q3,Net Expense Ratio,Non-Life,Z0002,0.35,20250930,24
LIECHTENSTEIN,2023 Q4,Premiums written,Non-Life,R0101,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Direct Business,Non-Life,R0110,2114.802324,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,869.125963,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,358.217532,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Non-Life,R0140,2585.499851,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Non-Life,R0200,756.645968,20250930,24
LIECHTENSTEIN,2023 Q4,Premiums earned,Non-Life,R0201,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Direct Business,Non-Life,R0210,1954.120879,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,987.776235,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,322.094234,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Non-Life,R0240,2571.925859,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Non-Life,R0300,692.065488,20250930,24
LIECHTENSTEIN,2023 Q4,Claims incurred,Non-Life,R0301,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Direct Business,Non-Life,R0310,1390.877796,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,138.313514,20250930,24
LIECHTENSTEIN,2023 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,154.641961,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Non-Life,R0340,1240.516619,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Non-Life,R0400,443.316652,20250930,24
LIECHTENSTEIN,2023 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Non-Life,R0440,,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Non-Life,R0500,,20250930,24
LIECHTENSTEIN,2023 Q4,Expenses incurred,Non-Life,R0550,208.015822,20250930,24
LIECHTENSTEIN,2023 Q4,Other expenses,Non-Life,R1200,,20250930,24
LIECHTENSTEIN,2023 Q4,Balance - other technical expenses/income,Non-Life,R1210,-45.480136,20250930,24
LIECHTENSTEIN,2023 Q4,Total technical expenses,Non-Life,R1300,162.535686,20250930,24
LIECHTENSTEIN,2023 Q4,Premiums written,Life,R1401,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross,Life,R1410,2538.083274,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Life,R1420,971.614703,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Life,R1500,1566.468571,20250930,24
LIECHTENSTEIN,2023 Q4,Premiums earned,Life,R1501,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross,Life,R1510,2496.265661,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Life,R1520,923.297696,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Life,R1600,1572.967965,20250930,24
LIECHTENSTEIN,2023 Q4,Claims incurred,Life,R1601,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross,Life,R1610,3835.616935,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Life,R1620,568.763266,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Life,R1700,3266.853669,20250930,24
LIECHTENSTEIN,2023 Q4,Changes in other technical provisions,Life,R1701,,20250930,24
LIECHTENSTEIN,2023 Q4,Gross,Life,R1710,,20250930,24
LIECHTENSTEIN,2023 Q4,Reinsurers' share,Life,R1720,,20250930,24
LIECHTENSTEIN,2023 Q4,Net,Life,R1800,,20250930,24
LIECHTENSTEIN,2023 Q4,Expenses incurred,Life,R1900,322.213897,20250930,24
LIECHTENSTEIN,2023 Q4,Other expenses,Life,R2500,,20250930,24
LIECHTENSTEIN,2023 Q4,Balance - other technical expenses/income,Life,R2510,34.288882,20250930,24
LIECHTENSTEIN,2023 Q4,Total technical expenses,Life,R2600,356.502779,20250930,24
LIECHTENSTEIN,2023 Q4,Net Combined Ratio,Non-Life,Z0001,0.94,20250930,24
LIECHTENSTEIN,2023 Q4,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,24
LIECHTENSTEIN,2024 Q1,Premiums written,Non-Life,R0101,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Direct Business,Non-Life,R0110,830.299621,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,262.458319,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,198.791223,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Non-Life,R0140,965.083604,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Non-Life,R0200,326.465559,20250930,25
LIECHTENSTEIN,2024 Q1,Premiums earned,Non-Life,R0201,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Direct Business,Non-Life,R0210,564.910057,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,200.775625,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,133.027508,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Non-Life,R0240,626.152549,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Non-Life,R0300,272.560641,20250930,25
LIECHTENSTEIN,2024 Q1,Claims incurred,Non-Life,R0301,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Direct Business,Non-Life,R0310,362.357113,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,89.76429,20250930,25
LIECHTENSTEIN,2024 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,110.969087,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Non-Life,R0340,425.196714,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Non-Life,R0400,137.893777,20250930,25
LIECHTENSTEIN,2024 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Non-Life,R0440,,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Non-Life,R0500,,20250930,25
LIECHTENSTEIN,2024 Q1,Expenses incurred,Non-Life,R0550,82.228706,20250930,25
LIECHTENSTEIN,2024 Q1,Other expenses,Non-Life,R1200,,20250930,25
LIECHTENSTEIN,2024 Q1,Balance - other technical expenses/income,Non-Life,R1210,-3.6233,20250930,25
LIECHTENSTEIN,2024 Q1,Total technical expenses,Non-Life,R1300,78.605406,20250930,25
LIECHTENSTEIN,2024 Q1,Premiums written,Life,R1401,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross,Life,R1410,1466.544092,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Life,R1420,552.425301,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Life,R1500,914.118791,20250930,25
LIECHTENSTEIN,2024 Q1,Premiums earned,Life,R1501,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross,Life,R1510,700.016109,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Life,R1520,198.402877,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Life,R1600,501.613231,20250930,25
LIECHTENSTEIN,2024 Q1,Claims incurred,Life,R1601,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross,Life,R1610,1165.166226,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Life,R1620,198.711549,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Life,R1700,966.454677,20250930,25
LIECHTENSTEIN,2024 Q1,Changes in other technical provisions,Life,R1701,,20250930,25
LIECHTENSTEIN,2024 Q1,Gross,Life,R1710,,20250930,25
LIECHTENSTEIN,2024 Q1,Reinsurers' share,Life,R1720,,20250930,25
LIECHTENSTEIN,2024 Q1,Net,Life,R1800,,20250930,25
LIECHTENSTEIN,2024 Q1,Expenses incurred,Life,R1900,134.478046,20250930,25
LIECHTENSTEIN,2024 Q1,Other expenses,Life,R2500,,20250930,25
LIECHTENSTEIN,2024 Q1,Balance - other technical expenses/income,Life,R2510,25.640003,20250930,25
LIECHTENSTEIN,2024 Q1,Total technical expenses,Life,R2600,160.118049,20250930,25
LIECHTENSTEIN,2024 Q1,Net Combined Ratio,Non-Life,Z0001,0.81,20250930,25
LIECHTENSTEIN,2024 Q1,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,25
LIECHTENSTEIN,2024 Q2,Premiums written,Non-Life,R0101,,20250930,25
LIECHTENSTEIN,2024 Q2,Gross - Direct Business,Non-Life,R0110,1322.816573,20250930,25
LIECHTENSTEIN,2024 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,497.991346,20250930,25
LIECHTENSTEIN,2024 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,223.027462,20250930,25
LIECHTENSTEIN,2024 Q2,Reinsurers' share,Non-Life,R0140,1520.977865,20250930,25
LIECHTENSTEIN,2024 Q2,Net,Non-Life,R0200,522.857515,20250930,25
LIECHTENSTEIN,2024 Q2,Premiums earned,Non-Life,R0201,,20250930,25
